Actual,Predict,Path,Sampling Rate
ហើយពេលដែលយើងញ៉ាំបាយជុំគ្នាពេលល្ងាច មានភ្លៀងធ្លាក់បណ្ដើរ ហើយស្ដាប់ភ្លៀង ហើយមានភ្លៀងធ្លាក់,ហើយពីដែលយើងញ៉ាំបាយជាមគ្នាពេលល្ងាច មានភ្លៀងធ្លាក់បណ្តារ ហើយស្ដាប់ភ្លៀង ហើយមានភ្លៀងធ្លាក់,6_17.wav,16000
ហើយខ្ញុំចូលចិត្តរដូវវស្សា ពេលដែលយើងជួបជុំក្រុមគ្រួសារ ញ៉ាំបាយជុំគ្នានៅពេលល្ងាច,ហើយខ្ញុំចូលចិត្តរដូវវស្សារពេលដែលយើងជួបជុំក្រុមគ្រួសារញ៉ាំបាយជុំគ្នានៅពេលល្ងាច,6_16.wav,16000
ហើយការសំពះជាទូទៅគឺមាន ៥ បែប គឺមានន័យថាការសំពះគឺបង្ហាញអំពីឋានៈ ឬក៏កាលៈទេសៈ ឬក៏ពេលវេលាខុសគ្នា,ហើយការសម្ពះជាទូទៅគឺមានតែ 5 បែប គឺមានន័យថា ការសម្ពះគឺបង្ហាញៀមពីថាណៈ ឬក្លាក់ទេសៈ ឬក៏ពេលវេលាយខុសគ្នា,1_12.wav,16000
ហើយ ក្នុងនោះការសំពះគឺមាន ៥ បែប អញ្ចឹងគឺយើងប្រើការសំពះនេះ,ហើយក្នុងនោះការសម្ពះក៏មានប្រាំបែប អញ្ចឹងគឺយើងប្រើការសម្ពះនេះ,1_13.wav,16000
ហើយការសំពះក៏ប្រើសម្រាប់ពេលដែលយើងធ្វើខុស ឧទាហរណ៍ថាក្មេងឬ ក៏អ្នកណាម្នាក់ធ្វើខុស,ហើយការសម្ពះកូប្រើសម្រាប់ពេលដែលយើងធ្វើខុស ឧទាហរណ៍ថាក្មេង ឬក៏អ្នកណាមអ្នកធ្វើខុស,1_8.wav,16000
អ្នកដែលខ្ពស់ជាងគេគឺព្រះ បន្ទាប់មកទៀតគឺស្ដេច ឬក៏ព្រះសង្ឃ បន្ទាប់មកទៀតគឺឪពុកម្ដាយ,អ្នកដែលខ្ពស់ជាងគឺព្រះ បន្ទាប់មទៀតគឺស្តាច ឬក៏ព្រះសង្ឃបន្ទាប់មទៀតគឺពុកម្ដាយ,1_39.wav,16000
ßឬក៏អ្នកណាដែលធ្វើការល្អសម្រាប់យើងគឺយើងដឹងគុណ គឺ អរគុណ គឺសំពះអរគុណ,ដូចគុយធ្វើការល្អសម្រាប់ជាងគឺដឹងគុណ គឺអរគុណ សម្ពះអរគុណ,1_11.wav,16000
ហើយមួយទៀត គឺយើងសំពះនៅពេលដែលយើងអរគុណ ដឹងគុណពេលអ្នកណាឲ្យរបស់,ហើយមួយទៀត យើងសំពះនៅពីរបស់គុណដឹងគុណពេលអ្នកណាអោយ,1_10.wav,16000
គឺមានលក្ខណៈ ៥ បែបដែលប្រើក្នុងកាលៈទេសៈខុសគ្នា គឺសំដៅទៅលើអ្នកដែលតាមឋានៈខុសៗគ្នាអញ្ចឹង,ក្នុងគឺមានលក្ខណៈប្រាំបែបដែលប្រើក្នុងត្រឡាក់ទេសៈខុសគ្នាគឺសំឡើយទៅលើអ្នកដែលទៅតាមថានក់ខុសៗគ្នាអញ្ចឹង,1_38.wav,16000
គឺយើងប្រើការសំពះនេះដែរ គឺបង្ហាញអំពីការសោកស្ដាយ ការសុំទោស សំពះ,គឺយើងប្រើការសម្ពាសន៍នេះដែរគឺបង្ហាញាំពីការសព្វស្តាហ៍ហើយការសម្ពស់ទោស ខ្ញុំសម្ពាស,1_9.wav,16000
គឺសម្រាប់បង្ហាញអំពីទី ១ យើងដឹងហើយសំពះគឺដើម្បីជួបគ្នា សំពះជម្រាបសួរ សំពះសុំទោស សំពះអរគុណ,គឺសម្រាប់បង្ហាញអំពីទីមួយ យើងតែថាសំពះ គឺដើម្បីជួបគ្នាសំពះជម្រាបសួរ សំពះសំតូរ សំពះអរគុណ,1_14.wav,16000
គឺដៃទាំងសងខាង នឹងគឺត្រឹមតែច្រមុះទេ គឺត្រឹមច្រមុះ សំពះស្ដេច ឬក៏ព្រះសង្ឃ,គឺដៃទាំងស្រង្ខាងហ្នឹងគឺត្រឹមតែជ្រម៉ោះនោះទេ ដឹងគឺត្រឹមចម៉ោស សំពះស្ដែរ ឬក៏ព្រះសង់,1_28.wav,16000
ហើយសំពះមួយទៀតពេលដែលយើងសំពះឪពុកម្ដាយ គ្រូ បងប្អូន ឬក៏អ្នកដែលមានវយចំណាស់ជាងដូចជា,ហើយសម្ពាក់មួយទៀតពាក់ដីចឹងសម្ពាក់ឪពុកម្ដាយគ្រូបងផ្អូនដូចកូលអ្នកដែលមានអ្វីចំណាស់ជាង,1_29.wav,16000
តែការសំពះនេះផងដែរគឺមាន ៥ បែប គឺមានន័យថាបង្ហាញអំពីកាលៈទេសៈ ៥ ខុសគ្នា,តែការសំពះនេះផងដែរគឺមានប្រាំបែប គឺមានន័យថាបង្ហាញ៉ាំពីកាលៈទេសៈប្រាំខុសគ្នា,1_15.wav,16000
ហើយពេលដែលយើងលើកដៃកាន់តែខ្ពស់ អញ្ចឹងគឺជាការសំពះព្រះ ឬក៏គ្រឿងសក្ការបូជាផ្សេងៗ,ហើយពេលដែលយើងលើកដែលកាន់ដែលខ្ពស់ ជាងលើដែលជាការសំពះព្រះ ឬក៏គ្រឿងសក្ការ៉ាកបូរជាផ្សេងៗ,1_17.wav,16000
ទី ១ ការសំពះគឺ យើងប្រើម្រាមដៃទាំងសងខាង គឺយើងប្រើបាតដៃទាំងសងខាងនិងផ្គុំចូលគ្នា អញ្ចឹងគឺសំពះ គឺ លើកដៃទាំងសងខាង ដែលយើងផ្គុំចូលគ្នា និង,ទី១ កាសសំពះគឺជាងប្រើមរាបដៃទាំងសង់ខាង គឺយើងប្រើបាកដៃទាំងសង់ខាងហ្នឹងផ្គុំចូលគ្នា ជាងគឺសំពះគឺលើកដៃទាំងសង់ខាង ដែលយើងផ្គុំចូលគ្នាហ្នឹង,1_16.wav,16000
ហើយខ្ញុំក៏សូមបញ្ចប់ទៅការពិពណ៌នាទៅលើការសំពះនៅក្នុងប្រទេសខ្មែរនេះ ដោយប៉ុណ្ណេះដែរ សូមអរគុណ,ហើយខ្ញុំក៏សុំបញ្ចប់ទេកាលពិពត្តរិនាទៅលើការសម្ពាស់នៅក្នុងប្រទេសខ្មែរនេះដោយប៉ុណ្ណោះដែរ សម្អគុណ,1_42.wav,16000
ហើយនឹងចុងក្រោយគឺអ្នកដែលមានឋានៈទាបជាងយើង ឬក៏អ្នកដែលមានអាយុតិចជាងយើង,ហើយនឹងចុងក្រោយគឺអ្នកដែលមានឋានៈទាបជាងយើង ឬក៏អ្នកដែលមានអាយុតិចជាងយើង,1_41.wav,16000
ឬក៏អ្នកដែលមានអាយុច្រើនជាង ជីដូនជីតា ឪពុកម្ដាយ បន្ទាប់មកទៀតអ្នកដែលមានឋានៈស្មើយើង ឬក៏អាយុស្មើយើង,ឬអ្នកដែលមានអ្យុច្រើនជាងជាងដងជាតិពិភណ្ឌបន្ទាត់អ្នកដែលមានថាណាក់ស្មើរយើង ឬអ្នោះអាយុស្មើរយើង,1_40.wav,16000
ហើយការសំពះគឺជាវិធីមួយ ឬក៏មធ្យោបាយមួយដែលសម្តែងនូវការអរគុណ ឬក៏ការជម្រាបសួរ អញ្ចឹងគឺក្នុងការពេលដែលជួបគ្នា,ហើយការសំពះគឺជាវិធីមួយឬក៏មក show បាយមួយដែលសំអាចនៅការអរគុណ ឬក៏ការចម្រៀបសួរ អញ្ចឹងគឺក្នុងការពេលដែលជួបគ្នា,1_2.wav,16000
គឺស្ដេចគឺមានខ្ពស់បំផុតបន្ទាប់ពីព្រះមកគឺស្ដេច ហើយស្ដេចហើយនិងព្រះសង្ឃ ស្ដេចនិងព្រះសង្ឃ,គឺស្ត្តាចគឺមានខ្ពស់បន្ទាប់ពីព្រះម៉ាស គឺស្តាច ហើយស្តាចហៅនឹងព្រះសង្សរចឹងសាក់យ៉ាងព្រះសង្សង់,1_27.wav,16000
អញ្ចឹងសំពះនឹងគឺត្រឹមចង្កា ក្រោមពីមាត់[…]ត្រឹមចង្កា ដៃទាំងសងខាងគឺសំពះត្រឹមចង្កា,អញ្ចឹងសំពះហ្នឹងគឺត្រឹមចង្កាគឺក្រោមពីមាត់ដូនឯងត្រឹមចង្កាដៃទាំងសំខាន់គឺសំពះហ្នឹងចង្កា,1_33.wav,16000
ហើយសំពះមួយទៀត មួយបែបទៀតគឺ បង្ហាញពីឋានៈតួនាទីដែលគឺ សំពះអ្នកដែលមានឋានៈទាប ឋានៈប្រហែលយើង គឺអ្នកដែលមានអាយុស្មើយើង ឬក៏ឋានៈឋានៈដូចយើងដែរ,ហើយសំពះមួយទៀត មួយបែបទៀតគឺបង្ហាញពីថាណៈត្រូវទីដែរ គឺសំពះ អ្នកដែលមានថាណៈទៀបថាណៈប្រហែលយើង គឺអ្នកដែលមានអ្នកយុស្មារយើង ឬក៏ថាណៈប្រហែលៗដល់អ្នកដូចជើងដែរ,1_32.wav,16000
ហើយសំពះមួយទៀតគឺពេលដែលយើងសំពះស្ដេច ឬក៏ព្រះសង្ឃ អញ្ចឹងស្ដេចក៏ជាអ្នកដែលមានឋានៈខ្ពស់ដែលក្នុងប្រទេសខ្មែរ,ហើយសម្ពះមួយទៀតគឺពិរឱ្យយើងសម្ពះស្ត័ត្រឬក៏ព្រះសង ចឹងស្ត័ត្រ គោជានាក់ដែលមានឋានៈខ្ពស់ដែលក្នុងប្រទេសខ្មែរ,1_26.wav,16000
ប្រជាជនខ្មែរគឺការជួបគ្នាគឺប្រើប្រាស់ការសំពះ អញ្ចឹងគឺការសំពះដែលបង្ហាញអំពីអត្ថន័យ,ប្រជាជនខ្មែរ ការជួបគ្នាគឺការប្រើប្រាស់ការសម្ពះ អញ្ចឹង គឺការសម្ពះដែលបង្ហានវគ្គទៅន័យ,1_3.wav,16000
ពាក្យថា សំពះ គឺមានន័យថាគឺជាការដែលយើងលើកដៃទាំងសងខាង លើកដៃប្រណមផ្គុំគ្នាហើយលើកមកខាងលើ,ពាក្យថាសម្ពះ មានន័យថាគឺជាការដែលយើងលើកដែលទាំងសង់ខាង លើកដែលព្រោនាំគមន៍គ្នា ហើយលើកមកខាងលើយ,1_1.wav,16000
អញ្ចឹងគឺសំពះ សំពះព្រះ សំពះព្រះដូចជាព្រះពុទ្ធ ឬក៏ការបន់ស្រន់ បួងសួង ឬក៏វត្ថុសក្តិសិទ្ធ វត្ថុសក្តិសិទ្ធនឹងគឺសំដៅទៅលើអប្បិយជំនឿ,អញ្ចឹងគឺសម្ពះព្រះ រជាព្រះព្រះពុត ឬក៏ការពង់ស្រន បួងសួង ឬក៏របត់ថុសាកសិទ្ធិ វត្ថុសាកសិទ្ធិហ្នឹងគឺសំឡើយទៅលើអាប៉ីជំនឿ,1_18.wav,16000
ជីដូនជីតា ឪពុកម្ដាយ អ្នកដែលមានវ័យចំណាស់ជាង បង អញ្ចឹងអ្នកទាំងអស់គឺមានអាយុច្រើនជាងយើង,ដូចជីដូងជីតា ពុកមិត្តដាយ អ្នកដែលមានវ័យចំណាស់ជាងបងប្អក់បង ជិងអ្នកទាំងអស់គឺមានអាយុច្រើនជាងយើង,1_30.wav,16000
ជាទូទៅ ពេលដែលយើងប្រើសម្រាប់ថ្វាយបង្គំព្រះ ឬក៏វត្ថុសក្តិសិទ្ធ ឬក៏អប្បិយជំនឿផ្សេងៗការបន់ស្រន់,ជាទូទេ ពេលដែលយើងប្រើសម្រាប់ការថ្វើបង្គមព្រះ ឬក៏វត្តិសាកសិទ្ធិ ឬក៏អាពីជំនឿផ្សេងៗគ្រាប់បន្សសន្ត,1_24.wav,16000
គឺសំពះគឺលើកដៃទាំងសងខាងគឺខ្ពស់មកដល់ថ្ងាស,គឺសម្ពាស់លើកដែលទាំងសង់ខាង គឺខ្ពស់មកដល់ថ្ងៃ,1_25.wav,16000
អញ្ចឹងដៃគឺមកត្រឹមមាត់ ដាក់មកត្រឹមមាត់ ការសំពះដៃទាំងសងខាងគឺដាក់មកត្រឹមមាត់,គឺអញ្ចឹងដែលគឺមកត្រឹមមាត់ដាក់មកត្រឹមមាត់ ខ្ងះការសំពះដែលរឹងសង់ខាងគឺដាក់ត្រឹមមាត់,1_31.wav,16000
ដូចជាការជឿទៅលើអ្វីមួយ ជឿថាដែលអាចនិងជួយបាននិងគឺ ការបន់ស្រន់,ដូចជាតាជាក៏ទៅលើអ្វីមួយជឿថារ៉ាអាចនឹងជួយបានហ្នឹងការបន់ស្រន,1_19.wav,16000
សូមជម្រាបសួរនេះជាការពន្យល់ទៅលើអត្ថន័យនៃការសំពះនៅក្នុងប្រទេសខ្មែរ,សូមចម្លៀកសួរ នេះជាការពន្ធយល់ទៅលើអត្ថន័យនៃការសម្ពាស់នៅក្នុងប្រទេសខ្មែរ,1_0.wav,16000
បង្ហាញពីការជម្រាបសួរ ជួបគ្នាជាលើកដំបូង ឬក៏ការស្វាគមន៍គ្នាគឺសំពះ,បង្ហានពីការចម្រៀបសួរ ជួបគ្នាជាលើដំបូង ឬក៏ការស្វាគមគ្នា គឺសំពាស,1_4.wav,16000
ដូចជាប្អូន ឬក៏ក្មេងៗ ឬក៏អ្នកដែលមានឋានៈតួនាទីក្នុងសង្គមទាបជាងយើង គឺសំពះនៅត្រឹមដើមទ្រូង,ដោយជាប្អូន នៅក្មេងៗ នាក់ដែលមានឋាន់តួនាទីក្នុងសង្គោមបងទាបជាងយើងគឺសំពាន់ដែលត្រឹមដើមទ្រូង,1_35.wav,16000
អប្បិយជំនឿគឺជាការជឿទៅលើអ្វីមួយដោយមិន មិនបានដឹងពិតប្រាកដ,អាពេលជំនឿគឺជាការជឿទៅលើអ្វីមួយដោយមិនបានដឹងវិតប្រាកដ,1_21.wav,16000
អញ្ចឹងដូចជា ប្រជាជនខ្មែរ ពេលដែលគាត់ចង់បានអ្វីមួយ គាត់បន់ស្រន់ គាត់មានជំនឿ ឬក៏យើងហៅថា អប្បិយជំនឿ,អញ្ចឹងដូចជាប្រជាជនខ្មែរពេលគាត់ចង់បានអវីមួយគាត់បន់ស្រន គាត់មានជំនឿ ឬយ៉ាងហៅថាអាប៉ីជំនឿ,1_20.wav,16000
ហើយសំពះចុងក្រោយគឺសម្រាប់អ្នកដែលមានឋានៈតួនាទីទាបជាងយើង ឧទាហរណ៍អ្នកដែលមានអាយុតិចជាងយើង,ហើយសំពះចុងក្រោយគឺសម្រាប់អ្នកដែលមានថានក់តួនាទីទាបជាងយើង ឧទាហរណៈដែលមានអាយុតិចជាងយើង,1_34.wav,16000
ហើយការសំពះក៏ប្រើសម្រាប់ការសុំទោស  ក៏យើងប្រើសំពះ អញ្ចឹងគឺការសំពះ គឺជាការដឹងគុណ ហើយនឹងបង្ហាញអំពីការសុំទោស,ហើយការសម្ពាស់គោលប្រើសម្រាប់ការសម្ពស្រស់យ៉ាងគោលគ្រាងប្រើសម្ពាស់ អញ្ចឹង ការសម្ពាស់ គឺជាការដឹងគុណឱ្យនឹងបង្ហាញៀវពីការសម្ពស្រ្តូ,1_5.wav,16000
អញ្ចឹង ការសំពះគឺប្រើក្នុងឱកាសដូចជា ការជួបគ្នា ជម្រាបសួរ ជួបគ្នា រាក់ទាក់ស្វាគមន៍គ្នា គឺសំពះ,អញ្ចឹងការសំពះ គឺប្រើក្នុងឱកាសដូចជាការជួបគ្នាជម្រាប់សួរ ជួបគ្នា រាក់ទាក់ស្វាគមន៍គ្នា គឺសំពះ,1_7.wav,16000
មានន័យថា អប្បិយជំនឿជឿទៅលើរបស់សក្តិសិទ្ធ ឬក៏ពេលខ្លះយើងជឿទៅលើព្រះពុទ្ធសាសនា អញ្ចឹងការបន់ស្រន់,ដែលមានថាអ្វីជំនឿជឿទៅលើរបស់សាកសិទ្ធិ ឬក៏ពេលខ្លះជាយើងជឿទៅលើព្រះពុទ្ធសាសនាអញ្ចឹងការបន់ស្លន,1_22.wav,16000
អញ្ចឹងសរុបសេចក្ដីមកគឺការសំពះនៅក្នុងប្រទេសខ្មែរ គឺបង្ហាញអំពី គឺបង្ហាញ គឺប្រើសម្រាប់ការជួបគ្នា ការស្វាគមន៍គ្នាដូចជា ការសំពះជម្រាបសួរ សំពះជម្រាបលា,ចឹងសរុបសេចក្ដីបោក គឺការសំពះនៅក្នុងប្រទេសខ្មែរ គឺបង្ហាញអំពីរ គឺបង្ហាញ គឺប្រើសម្រាប់ការជួបគ្នា ការស្វាគមន៍គ្នា ដូចជាការសំពះចម្រៀបសួរ សំពះចម្រៀបលា,1_36.wav,16000
ហើយសំពះពេលដែលយើងអរគុណ ហើយនិងសំពះពេលដែលយើងសុំទោស ហើយការសំពះនេះទៀតគឺប្រើ,ហើយសម្ពះពេលយើងអគុណ ហើយហ្នឹងសម្ពះពេលដែលយើងសុំទោស ហើយការសម្ពះនៃទៀតគឺប្រើ,1_37.wav,16000
ការថ្វាយបង្គំព្រះ គឺការសំពះនេះ គឺដៃទាំងសងខាងលើកទៅដល់ថ្ងាសលើកឲ្យខ្ពស់ទៅដល់ថ្ងាស អញ្ចឹងគឺបង្ហាញអំពី ការសំពះនិងគឺ,ការថ្វើបង្គមព្រះ គឺការសម្ពះនេះគឺដែលទាំងសង់ខាងលើកដល់ថ្ងាស់ លើកឱ្យខ្ពស់មកដល់ថ្ងាស់ យ៉ាងគឺបង្ហាញៅពីការសម្ពះនេះគឺ,1_23.wav,16000
ហើយនិងការជម្រាបសួរ ចាស រាក់ទាក់គ្នាការជម្រាបសួរ ការដឹងគុណ អរគុណ ហើយនិងការសុំទោស,ហើយនឹងការចម្រៀបសួរ រាក់ទាក់គ្នា ការចម្រៀបសួរ ដឹងគុណ អរគុណ ហើយនឹងការសំទោស,1_6.wav,16000
គឺខ្ញុំជិះកង់ទៅសាលាវិទ្យាល័យរបស់ខ្ញុំ ដោយសារសាលាវិទ្យាល័យរបស់ខ្ញុំមានចំងាយរហូតទៅដល់ ៧ គីឡូម៉ែត្រ,ព្រោះខ្ញុំជិះកងទៅសាលាវិទ្យាល័យរបស់ខ្ញុំ ដោយសាលាវិទ្យាល័យរបស់ខ្ញុំមានចម្ងាយរហូតទៅដល់ប្រាំពីរគេឡូម៉ែក,10_7.wav,16000
ហើយចំណែកខ្ញុំគឺត្រូវធ្វើដំណើរដោយជិះកង់ ហើយសាលារបស់ខ្ញុំគឺធំជាងពីមុន,ហើយចំណាចខ្ញុំគឺត្រូវធ្វើដំណើរដើរអោយជិះកង អោយសាលារបស់ខ្ញុំគឺធំជើងពីមុន,10_17.wav,16000
ហើយមានសិស្សតែមួយចំនួនដែលផ្ទះរបស់ពួកគាត់ស្ថិតនៅក្បែរសាលារៀន ហើយគាត់អាចដើរទៅកាន់វិទ្យាល័យបានដូចដែរ,ហើយមានសេសតែមួយចំនួនទេដែរ ផ្ទះរបស់ពួកគាត់ឋិត្តនៅក្បាយសាឡារៀន ហើយគាត់អាចដើរទៅកាន់ពិកព្យាល័យបានដុះដែរ,10_16.wav,16000
អញ្ចឹងគឺឪពុកម្ដាយរបស់ខ្ញុំបានទិញកង់ថ្មីឲ្យខ្ញុំមួយ នៅពេលដែលខ្ញុំចប់ បញ្ចប់ថ្នាក់បឋមសិក្សា,អញ្ចឹងគឺពុកម្ដាយរបស់ខ្ញុំបានទេងកងថ្មីខ្ញុំមួយ ខ្ញុំវេតដែលខ្ញុំបញ្ចប់ថ្នាក់បន្ថមសិក្សា,10_6.wav,16000
ហើយវិទ្យាល័យរបស់ខ្ញុំគឺនៅឆ្ងាយពីផ្ទះ គឺមានចំងាយរហូតដល់ ៧ គីឡូម៉ែត្រ មានចំងាយឆ្ងាយ ហើយវាមិនអាចធ្វើដំណើរដោយថ្មើរជើងបាននោះទេ,ហើយថ្វីទៀតឡើយរបស់ខ្ញុំគឺនៅឆ្ងាយវីផ្ទះគឺមានចម្ងាយរហូតដល់ប្រាំពីរគីឡូម៉ែត្រ ហើយគឺមានច្រាក់យើងចម្ងាយឆ្ងាយ ដែលវាមិនអាចធ្វើដំណើរដោយថ្មែរជើងបានដោយទេ,10_4.wav,16000
អញ្ចឹងគឺវិទ្យាល័យរបស់ខ្ញុំគឺស្អាតជាង ហើយមានមនុស្សច្រើនជាង គឺអាគារនោះគឺធ្វើពីថ្ម ហើយមានសួនច្បារ មានដើមឈើនៅក្នុងសាលារៀន,វិទ្យាល័យរបស់ខ្ញុំគឺស្អាតជាង ហើយមានមនុស្សច្រើនជាង គឺអាគារ ហ្នឹងគឺធ្វើពីថ្ម ហើយមានសួនច្បារ មានដើមឈើនៅក្នុងសាលារៀន,10_14.wav,16000
ហើយមានកង់ជាច្រើនដែលសិស្សទាំងអស់ សិស្សានុសិស្សទាំងអស់ ទាំងសិស្សប្រុស ទាំងសិស្សស្រី ភាគច្រើនគឺជិះកង់ទៅសាលារៀនដូចគ្នា ដូចខ្ញុំដែរ,ហើយមានកងជាច្រើនដែលសិស្សសិស្សន៍នោះសិស្សទើបប្រុសទាំងសិស្សស្រីភាគច្រើនគឺជៀសកងទៅសាលារៀនដូចគ្នាដូចខ្ញុំដែរ,10_15.wav,16000
ហើយពេលដែលខ្ញុំទៅសាលា នេះគឺជាការចាប់ផ្ដើមនៃការដែលខ្ញុំត្រូវធ្វើដំណើរដោយកង់,ហើយពេលដែលខ្ញុំទៅសាឡានេះគឺជាការចាប់ផ្ដើមដែលការដែលខ្ញុំត្រូវធ្វើរំណើដោយកង,10_5.wav,16000
កាលពីមុនខ្ញុំបានរៀននៅសាលាបឋមសិក្សា ពីថ្នាក់ទី ១ រហូតដល់ថ្នាក់ទី ៥ ហើយសាលាបឋមសិក្សារបស់ខ្ញុំគឺនៅក្បែរផ្ទះ,កាលពីមុន ខ្ញុំបានរៀនសន្លាបត្រភាពសរសារពីខ្នាក់ទីមួយ ដល់ថ្នាក់ទីប្រាំ ហើយសន្លាបត្រភាពសរ្សរសរស់សរសរស់របស់ខ្ញុំគឺនៅក្បែរផ្ទះ,10_1.wav,16000
ត្រូវធ្វើដំណើររយៈពេលយូរ ហើយត្រូវធ្វើដំណើរដោយមធ្យោបាយជិះយន្តជំនិះ គឺជិះកង់ពីផ្ទះទៅសាលារៀន ហើយមួយទៀតគឺសាលាគឺក៏លក្ខណៈខុសគ្នាដែរ,ត្រូវធ្វើដំណើររយៈពេលយូរ ដោយមក show by ជិះយានជន្រនេះគឺជិះកង់ពីផ្ទះដែលសាលារៀន ហើយមួយទៀតគឺ សាលាគោលលក្ខណៈខុសគ្នាដែរ,10_11.wav,16000
អញ្ចឹង គឺជាការផ្លាស់ប្ដូរមួយយ៉ាងខ្លាំង ពីថ្នាក់បឋមសិក្សា ហើយប្ដូរទៅកាន់ថ្នាក់វិទ្យាល័យ គឺភាពខុសប្លែកទី ១ នោះ គឺរយៈចំងាយដែលសាលាស្ថិតនៅឆ្ងាយពីផ្ទះ,អញ្ចឹងគឺជាការផ្លាស់ប្តូរមួយយ៉ាងខ្លាំពីថ្នាក់វិទ្យាល័យពីថ្នាក់វត្ថុមសិក្សា ហើយប្តូរទៅកាន់ថ្នាក់វិទ្យាល័យគឺខ្ញុំភាពខុសប្លែកពីមួយនោះគឺរយៈចម្ងាយដែលសាលាសិទ្ធិតិអ្វីឆ្ងាយពីផ្ទះ,10_10.wav,16000
﻿សូមជម្រាបសួរ នេះជាការពិពណ៌នាអំពីសាលាវិទ្យាល័យរបស់ខ្ញុំ សាលាវិទ្យាល័យរបស់ខ្ញុំគឺស្ថិតនៅឆ្ងាយពីផ្ទះ,ចម្រាប់ផ្សួរនេះជាការពិព័ត្ធរណាអំពីអាសាលាវិទ្យាល័យរបស់ខ្ញុំ អាសាលាវិទ្យាល័យរបស់ខ្ញុំគឺថិតនៅឆ្ងាយពីផ្ទះ,10_0.wav,16000
ដែលខ្ញុំតែងតែធ្វើដំណើរពីផ្ទះទៅកាន់សាលាបឋមសិក្សាពីថ្នាក់ទី ១ រហូតដល់ថ្នាក់ទី ៥ ហើយពេលដែលខ្ញុំបញ្ចប់នៅក្នុងសាលាបឋមសិក្សារបស់ខ្ញុំ,ដែលខ្ញុំតែងដែលធ្វើដំណើរពីផ្ទះទៅកាន់សាលាបឋមសិក្សាពេលថ្នាក់ទីមួយដោយដល់ថ្នាក់ទី៥ ហើយពេលដែលខ្ញុំបញ្ចប់ក្នុងសាលាបឋមសិក្សារបស់ខ្ញុំ,10_2.wav,16000
សាលាដែលខ្ញុំធ្លាប់រៀននៅបឋមសិក្សាគឺអាគារកាលពីខ្ញុំនៅរៀន គឺអាគារឈើ ហើយអាគារនឹងគឺអាគារឈើ,ដែលសាលាដែលខ្ញុំធ្លាប់វាននៅបន្ធម្សិក្សាគឺអាគារការពីខ្ញុំនៅរាប់គេអាគារឈើហើយ អាគារឈើហ្នឹង,10_12.wav,16000
ហើយអត់មានជញ្ជាំងត្រឹមត្រូវនោះទេ ជញ្ជាំងធ្វើអំពីពេលខ្លះស្លឹកដូង ហើយពេលដែលខ្ញុំបន្តទៅសាលាវិទ្យាល័យគឺសាលាគឺធំជាងពីមុន,ហើយអត់មានជញ្ជាំងត្រឹមត្រូវនោះទេ ជញ្ជាំងធ្វើកំពីពេលខ្លះស្លឹកដូង ហើយពេលដែលខ្ញុំបន្តទៅសាលាវិទ្យាឡើយគឺសាលាគឺធំជាងពីមុន,10_13.wav,16000
ខ្ញុំត្រូវបន្តការសិក្សាទៅថ្នាក់វិទ្យាល័យ ដែលថ្នាក់វិទ្យាល័យនៅក្នុងភូមិមួយផ្សេងទៀត ហើយដែលត្រូវរៀនពីថ្នាក់ទី ៦ រហូត[?]ដល់ថ្នាក់ទី ១២,ខ្ញុំត្រូវបន្តការសិក្សាទៅថ្នាក់វិទ្យាល័យ ដែលថ្នាក់វិទ្យាល័យនៅក្នុងភូមិមួយផ្សេងទៀត ដែលត្រូវរៀនពីថ្នាក់ទីប្រាំមួយដល់ថ្នាក់ទីដប់ពីរ,10_3.wav,16000
ហើយខ្ញុំក៏សូមបញ្ចប់ការពិពណ៌នាទៅលើសាលាវិទ្យាល័យរបស់ខ្ញុំនេះដោយប៉ុណ្ណេះដែរ សូមអរគុណ,ហើយខ្ញុំក៏សមិនជាប់កាលពិព័រណែរធ្វើសាលាប្រឈាល័យរបស់ខ្ញុំនេះដោយប៉ុណ្ណែសមអរគុណ,10_20.wav,16000
ដូច្នេះហើយគឺខ្ញុំមិនអាចធ្វើដំណើរដោយថ្មើរជើងទៅកាន់វិទ្យាល័យរបស់ខ្ញុំបាននោះទេ ហើយមធ្យោបាយធ្វើដំណើររបស់ខ្ញុំគឺខ្ញុំជិះកង់,ដូច្នេះហើយគឺខ្ញុំមិនអាចធ្វើដំណើរដោយថ្មើរជើងទៅកាន់ពិតជាល័យរបស់ខ្ញុំបានរូវទេ ហើយមធ្យោបាយធ្វើដំណើររបស់ខ្ញុំគឺខ្ញុំជៀសកង,10_8.wav,16000
មានមនុស្សច្រើនជាងពីមុន គឺមានសិស្សច្រើនជាងពីមុន មានកង់ជាច្រើនដែលចតនៅក្នុងសាលារៀន,មានមនុស្សច្រើនខ្ញុំពីមុន គឺមានសិស្សច្រើនខ្ញុំពីមុនមានកងគីច្រើនអ្នកដែលក្នុងសាលារៀត,10_18.wav,16000
ហើយទីធ្លាក៏ធំជាងពីមុនដែរ ហើយមានសិស្សជាច្រើននៅក្នុងថ្នាក់វិទ្យាល័យ,ហើយទីធ្លាគោធំយើងពីបុណ្ណដែរ មានសិស្សជាច្រើនក្នុងថ្នាក់វិទ្យាល័យ,10_19.wav,16000
