Actual,Predict,Path,Sampling Rate
គឺយើងប្រើការសំពះនេះដែរ គឺបង្ហាញអំពីការសោកស្ដាយ ការសុំទោស សំពះ,គឺយើងប្រើការសម្ពះនាក់និងពីការសម្ព្រោសន៍ខ្លាច់ស្ដារសម្ព្រោសពះ,1_9.wav,16000
គឺសម្រាប់បង្ហាញអំពីទី ១ យើងដឹងហើយសំពះគឺដើម្បីជួបគ្នា សំពះជម្រាបសួរ សំពះសុំទោស សំពះអរគុណ,គឺសម្រាប់បង្ហាញអំពេលទីមួយ យាំងអាច្ឋាសម្ពះគឺដើម្បីអាជួបគ្នាសម្ពះជម្រៀបសួរ សម្ពះសម្ពះសម្ពះអូគុណ,1_14.wav,16000
គឺដៃទាំងសងខាង នឹងគឺត្រឹមតែច្រមុះទេ គឺត្រឹមច្រមុះ សំពះស្ដេច ឬក៏ព្រះសង្ឃ,គឺដៃកាន់សង្ខាងហ្នឹងគឺត្រឹមទែនជ្រមស្តិនបងជាប់ជាប់ជាប់ជាប់ជាប់ជាបោះនឹងវាសពេសដែលអារកុប្រះសង្សង់,1_28.wav,16000
ហើយសំពះមួយទៀតពេលដែលយើងសំពះឪពុកម្ដាយ គ្រូ បងប្អូន ឬក៏អ្នកដែលមានវយចំណាស់ជាងដូចជា,ហើយសំពែលមួយទៀតពេលដែលសំព្រពង់មកដាយគ្រូបងប្អូន ឬគុណអ្នកដែលមានអ្វីចំណាស់ជាង,1_29.wav,16000
តែការសំពះនេះផងដែរគឺមាន ៥ បែប គឺមានន័យថាបង្ហាញអំពីកាលៈទេសៈ ៥ ខុសគ្នា,តែការសំពះនេះផងដែរ គឺមានប្រាំបែបគឺមានអាយថាបង្ហាញាំព្រីយកលក្អ្វទេសប្រាំខុសគ្នា,1_15.wav,16000
ហើយពេលដែលយើងលើកដៃកាន់តែខ្ពស់ អញ្ចឹងគឺជាការសំពះព្រះ ឬក៏គ្រឿងសក្ការបូជាផ្សេងៗ,ហើយពេលដ្ឋយើងលើចកាន់អ្នកខ្ពស់ ចាញ់ដូចជាកាសម្ពះប្រះ ឬកូវគ្រឿងសការរាក់បូរជាផ្សេងៗ,1_17.wav,16000
ទី ១ ការសំពះគឺ យើងប្រើម្រាមដៃទាំងសងខាង គឺយើងប្រើបាតដៃទាំងសងខាងនិងផ្គុំចូលគ្នា អញ្ចឹងគឺសំពះ គឺ លើកដៃទាំងសងខាង ដែលយើងផ្គុំចូលគ្នា និង,ទីមួយ កាសពះគឺជាងប្រើរមរាបដៃទាំងសង់ខាង គឺយើងប្រើបាតដៃដង់សង្ខាង នឹងភ្គុំចូលគ្នាជាងគឺសង់គឺលើកដៃទាំងសង់ខាងដែរយើងភ្គប់យល់គ្នានឹង,1_16.wav,16000
ហើយខ្ញុំក៏សូមបញ្ចប់ទៅការពិពណ៌នាទៅលើការសំពះនៅក្នុងប្រទេសខ្មែរនេះ ដោយប៉ុណ្ណេះដែរ សូមអរគុណ,ហើយគ្រាំកសុំបញ្ចប់ទេចកាលពិព័ត៌នាដែលលើការសំពែលខ្នុងប្រទេសខ្មែរនេះឲ្យប៉ុន្ណះដាលសុំអរគុណ,1_42.wav,16000
ហើយនឹងចុងក្រោយគឺអ្នកដែលមានឋានៈទាបជាងយើង ឬក៏អ្នកដែលមានអាយុតិចជាងយើង,ហើយនឹងចុងក្រោលគឺអ្នកដែលមានធានទាបជាងយើងរិកអូនអ្នកដែលមានអ្នកយុត្តិចជាងយ៉េង,1_41.wav,16000
ឬក៏អ្នកដែលមានអាយុច្រើនជាង ជីដូនជីតា ឪពុកម្ដាយ បន្ទាប់មកទៀតអ្នកដែលមានឋានៈស្មើយើង ឬក៏អាយុស្មើយើង,ឬអ្នកដែលមានអាយុច្រើនជាជាតងជាតិបត្តាយ ដូចមានអ្នកដែលមានអ្នកដែលមានអ្នកស្មារយើង ឬអាយុកស្មែរយើរ,1_40.wav,16000
ហើយការសំពះគឺជាវិធីមួយ ឬក៏មធ្យោបាយមួយដែលសម្តែងនូវការអរគុណ ឬក៏ការជម្រាបសួរ អញ្ចឹងគឺក្នុងការពេលដែលជួបគ្នា,ហើយការសំពែកគឺជាមួយកុំពេល្យោបាយមួយដែលសំអាចនូវការអូគុណ រាកុការជំរាបសួរចឹងគឺក្នុងការពេលជួបគ្នា,1_2.wav,16000
គឺស្ដេចគឺមានខ្ពស់បំផុតបន្ទាប់ពីព្រះមកគឺស្ដេច ហើយស្ដេចហើយនិងព្រះសង្ឃ ស្ដេចនិងព្រះសង្ឃ,គឺស្ដេចគឺមែនអាចខ្ពស់ប្អាត់ទាប់ពីព្រះមកគឺស្ដាច ហើយស្ដាច់ហ្នឹងព្រះសង្ឆាងស្ដេសអ៊ីនុងប្រះសង្វ,1_27.wav,16000
អញ្ចឹងសំពះនឹងគឺត្រឹមចង្កា ក្រោមពីមាត់[…]ត្រឹមចង្កា ដៃទាំងសងខាងគឺសំពះត្រឹមចង្កា,ចឹងសម្ពះនឹងគឺត្រឹងចង់ការគឺក្រោមពីមកដូរនាច្រើនការដែលទាំងសង្ខាន់គេសម្បះចង់ការ,1_33.wav,16000
ហើយសំពះមួយទៀត មួយបែបទៀតគឺ បង្ហាញពីឋានៈតួនាទីដែលគឺ សំពះអ្នកដែលមានឋានៈទាប ឋានៈប្រហែលយើង គឺអ្នកដែលមានអាយុស្មើយើង ឬក៏ឋានៈឋានៈដូចយើងដែរ,វ៉ះសំព្រះមូចទៀត មើលបាបទៀតគឺបោះអានពីរថាណាក់ទុះប្រាជ្ដាយគឺសំពះអ្នកដែលមានថាណាក់ទាបស្រណាក់ប្រហែលយើងគឺអ្នកដែលយុស្ម័រយើងឬគោលថាណាក់ប្រហាប្រហាស់ដើរណាក់ដូចជាងដែរ,1_32.wav,16000
ហើយសំពះមួយទៀតគឺពេលដែលយើងសំពះស្ដេច ឬក៏ព្រះសង្ឃ អញ្ចឹងស្ដេចក៏ជាអ្នកដែលមានឋានៈខ្ពស់ដែលក្នុងប្រទេសខ្មែរ,ហើយសព្វាស់មួយទៀតគឺពារយាងសំពែលស្ដាតអឺហ្គុព្រះសង្វ ចាំស្ដាត់គោជាអ្នកដែរមានដាក់ខ្ពស់ដែលអត្លូវប្បាតេស្តខ្មែរ,1_26.wav,16000
ប្រជាជនខ្មែរគឺការជួបគ្នាគឺប្រើប្រាស់ការសំពះ អញ្ចឹងគឺការសំពះដែលបង្ហាញអំពីអត្ថន័យ,ព្រះជាជនខ្មែរ គឺការជួបគ្នាគឺការប្រើប្រាស់ការសំពះ ចឹងគឺការសំពះ ដែរបង្ហានវាអត្តន័យ,1_3.wav,16000
ពាក្យថា សំពះ គឺមានន័យថាគឺជាការដែលយើងលើកដៃទាំងសងខាង លើកដៃប្រណមផ្គុំគ្នាហើយលើកមកខាងលើ,ពាក្យថាសំពះ គឺមានន័យថា គឺជាការដែលយើងលើកដែរទាំងសង់ខាងលើកដៃព្រណង់គ្នាហើយលើកខាងលើកៗ,1_1.wav,16000
អញ្ចឹងគឺសំពះ សំពះព្រះ សំពះព្រះដូចជាព្រះពុទ្ធ ឬក៏ការបន់ស្រន់ បួងសួង ឬក៏វត្ថុសក្តិសិទ្ធ វត្ថុសក្តិសិទ្ធនឹងគឺសំដៅទៅលើអប្បិយជំនឿ,អញ្ចឹងគឺសំពេលសំពះប្រាស់ពះប្រាស់ពោះរាស់ពួត ឬកាលពងស្រនបួងសួង ឬករបត់ថុសាក់សិត វត្តសាក់សិតនឹងគឺសំណើរតូវត្រូវត្រូវត្រូវត្រូវតែតូវតែរូវត្រូវតែប្រាស់ប្រាស់បនិងសប្រាសប់ប្រាស់ប្រាស់ប្រាស់ប្រាស់,1_18.wav,16000
ជីដូនជីតា ឪពុកម្ដាយ អ្នកដែលមានវ័យចំណាស់ជាង បង អញ្ចឹងអ្នកទាំងអស់គឺមានអាយុច្រើនជាងយើង,ជាដូងជីតាឪពុកបាត់ដាយអ្នកដែលមានវ័យចំណាស់ជាងបងបងបងចឹងអ្នកទាំងអស់គ្រមានអាយុច្រើនជាងយើង,1_30.wav,16000
ជាទូទៅ ពេលដែលយើងប្រើសម្រាប់ថ្វាយបង្គំព្រះ ឬក៏វត្ថុសក្តិសិទ្ធ ឬក៏អប្បិយជំនឿផ្សេងៗការបន់ស្រន់,ជាទូរទៅពេលរិយាយង់ប្រើសម្លការធ្វើឱ្យធ្វើឱ្យចំនឿរប់ផ្សេងៗរឿលបដ្ឋាប់សពេលជំនឿរបសេងៗរឿលើការបន្តសន្ត,1_24.wav,16000
គឺសំពះគឺលើកដៃទាំងសងខាងគឺខ្ពស់មកដល់ថ្ងាស,គឺសាំពះគឺលើខដែលចង់សង្ខាងគឺខ្ពសមកដល់ថ្ងារ,1_25.wav,16000
អញ្ចឹងដៃគឺមកត្រឹមមាត់ ដាក់មកត្រឹមមាត់ ការសំពះដៃទាំងសងខាងគឺដាក់មកត្រឹមមាត់,គឺនិងដៃគឺមកត្រឹងមាត់ដាក់មកត្រឹមអត្ថ្ងៃអីអីង្គាត់សម្ពះដៃរឹងសង្គខាងគឺដាក់ដាក់ត្រឹមអត់,1_31.wav,16000
ដូចជាការជឿទៅលើអ្វីមួយ ជឿថាដែលអាចនិងជួយបាននិងគឺ ការបន់ស្រន់,គឺជាតាជាគឺតែលើអ្វីមួយអាជឿថារអានជួយវានឹងគឺការបន់ស្រន,1_19.wav,16000
សូមជម្រាបសួរនេះជាការពន្យល់ទៅលើអត្ថន័យនៃការសំពះនៅក្នុងប្រទេសខ្មែរ,សុំជម្រាប់សួរស្ត្រនិជ្ជាការណ៍ពន្យល់លើអត្វនៃនៃការសម្ព័ះនៅក្នុងអាប្រទេសខ្មែរ,1_0.wav,16000
បង្ហាញពីការជម្រាបសួរ ជួបគ្នាជាលើកដំបូង ឬក៏ការស្វាគមន៍គ្នាគឺសំពះ,អង្ហាញពីការចម្រៀបសួរគ្នាជាលោកដំបូង ឬខុសការអាចិតស្វាគមគ្នាគឺសម្ពែរ,1_4.wav,16000
ដូចជាប្អូន ឬក៏ក្មេងៗ ឬក៏អ្នកដែលមានឋានៈតួនាទីក្នុងសង្គមទាបជាងយើង គឺសំពះនៅត្រឹមដើមទ្រូង,ឱ្យជាប្អូននូវគ្មីងៗ អ្នកដែលមានថ្នាក់ទូនាទីក្នុងសង្គមងពាបជាងនិងគឺសម្ពះនៅត្រឹមដើមទ្រូង,1_35.wav,16000
អប្បិយជំនឿគឺជាការជឿទៅលើអ្វីមួយដោយមិន មិនបានដឹងពិតប្រាកដ,អាពេលជំនឺគឺជាការជឿតលើអ្វីមួយដោយមិនដោយមិនបានដឹងពុទ្ធបោះករ,1_21.wav,16000
អញ្ចឹងដូចជា ប្រជាជនខ្មែរ ពេលដែលគាត់ចង់បានអ្វីមួយ គាត់បន់ស្រន់ គាត់មានជំនឿ ឬក៏យើងហៅថា អប្បិយជំនឿ,ចឹងដូចជាប្រជាជនខ្មែរពេលអាគាត់ចង់បានអ្វីវាគាត់បន់ស្រនកាត់មានជប់នឿរកិយាយហើយថាអាព័យជប់នឺ,1_20.wav,16000
ហើយសំពះចុងក្រោយគឺសម្រាប់អ្នកដែលមានឋានៈតួនាទីទាបជាងយើង ឧទាហរណ៍អ្នកដែលមានអាយុតិចជាងយើង,ហើយសំពេះចុងក្រោយគឺសម្រាប់អ្នកដែលមានថានាក់ទូរនេះទៃទាប់ជាងយើង វាទាហរណាអ្នកឱ្យមានឯងយុទ្តិចជាងយើង,1_34.wav,16000
ហើយការសំពះក៏ប្រើសម្រាប់ការសុំទោស  ក៏យើងប្រើសំពះ អញ្ចឹងគឺការសំពះ គឺជាការដឹងគុណ ហើយនឹងបង្ហាញអំពីការសុំទោស,ហើយកាសុំពេលគុបប្រើសម្រាប់ការអាសំទូរ និងគុយគ្គារអាស់ ចិនគឺការសំពេលគឺជាការដឹងគុណអានាំងបង្ហាញាំពីការសំទូរ,1_5.wav,16000
អញ្ចឹង ការសំពះគឺប្រើក្នុងឱកាសដូចជា ការជួបគ្នា ជម្រាបសួរ ជួបគ្នា រាក់ទាក់ស្វាគមន៍គ្នា គឺសំពះ,ចឹង ការសម្ពះ គឺប្រាល់ខ្នុងអស់កាសដូចជា ការជួបគ្នាជំរាប់សួរ ជួបគ្នា ឬស្វាគមគ្នា គឺសម្ពះ,1_7.wav,16000
មានន័យថា អប្បិយជំនឿជឿទៅលើរបស់សក្តិសិទ្ធ ឬក៏ពេលខ្លះយើងជឿទៅលើព្រះពុទ្ធសាសនា អញ្ចឹងការបន់ស្រន់,មេន្តែអាប៉ីជំនឺជឿទៅលើរបស់សាកសិត ឬក៏ពេលខ្លះជាយើងជឿទៅលើប្រាប់ពុត្តសាសារណ៍យើងការបន់ស្រនស្លន,1_22.wav,16000
អញ្ចឹងសរុបសេចក្ដីមកគឺការសំពះនៅក្នុងប្រទេសខ្មែរ គឺបង្ហាញអំពី គឺបង្ហាញ គឺប្រើសម្រាប់ការជួបគ្នា ការស្វាគមន៍គ្នាដូចជា ការសំពះជម្រាបសួរ សំពះជម្រាបលា,ចានសរព្ទាក់តីបុស្សគឺការសម្ពេសនៅក្នុងប្រទេសខ្មែរ គឺបង្ហាញអំពីគឺបុស្ហាញគឺប្រែលសម្រាប់ការជួបគ្នា ការស្វាគមគ្នា ដូចជាការសម្ព្រះជម្រាបស់សម្ព្រះជម្រះជម្រះ,1_36.wav,16000
ហើយសំពះពេលដែលយើងអរគុណ ហើយនិងសំពះពេលដែលយើងសុំទោស ហើយការសំពះនេះទៀតគឺប្រើ,ហើយសម្ពេលពេលយើងអរគុណាសម្ពេលរយើងសម្ពាស់ពាល់រយើងសុបទោស ហើយកាសម្ពែនិចជាតិគឺប្រើ,1_37.wav,16000
ការថ្វាយបង្គំព្រះ គឺការសំពះនេះ គឺដៃទាំងសងខាងលើកទៅដល់ថ្ងាសលើកឲ្យខ្ពស់ទៅដល់ថ្ងាស អញ្ចឹងគឺបង្ហាញអំពី ការសំពះនិងគឺ,ការធ្វើយបង្គមប្រាស់គឺការសម្ព័្ធអានេះគឺដៃដឹងសង្ខាងលើកផ្ដល់ថ្ងាស់លើគឺខ្ពស់មកដល់ថ្ងារចឹងគឺបង្ហានាំពេលការសម្ពេលការសម្ពេលគឺ,1_23.wav,16000
ហើយនិងការជម្រាបសួរ ចាស រាក់ទាក់គ្នាការជម្រាបសួរ ការដឹងគុណ អរគុណ ហើយនិងការសុំទោស,ហើយសំហើយនឹងការចម្រៀបសួរ ការរជំរៀបសួរ ការដឹនគុណអរគុណហើយនឹងការសំទោស,1_6.wav,16000
គឺខ្ញុំជិះកង់ទៅសាលាវិទ្យាល័យរបស់ខ្ញុំ ដោយសារសាលាវិទ្យាល័យរបស់ខ្ញុំមានចំងាយរហូតទៅដល់ ៧ គីឡូម៉ែត្រ,រឿងខ្ញុំជិះក៏វិទ្យាល័យរបស់ខ្ញុំដោយសារបើយរបស់ខ្ញុំមានចិប្ញាយរហូតទៅដល់ប្រាំពីរគេឡូរម៉ែត,10_7.wav,16000
ហើយចំណែកខ្ញុំគឺត្រូវធ្វើដំណើរដោយជិះកង់ ហើយសាលារបស់ខ្ញុំគឺធំជាងពីមុន,អត់ថែកចុះឡាចខ្ញុំគឺត្រូវតំណាស់ដែលហើយជាៗកង់ហើយសាលាររបស់ខ្ញុំគឺភាពីមុន,10_17.wav,16000
ហើយមានសិស្សតែមួយចំនួនដែលផ្ទះរបស់ពួកគាត់ស្ថិតនៅក្បែរសាលារៀន ហើយគាត់អាចដើរទៅកាន់វិទ្យាល័យបានដូចដែរ,ហើយមានសេសតែមួយចំនួនអីដាយផ្ទះរបស់ពួកគាត់ត្រូវគាត់តែរៀន ហើយគាត់អាចដើរទៅកម្មវិទ្យាល័យបានរដា,10_16.wav,16000
អញ្ចឹងគឺឪពុកម្ដាយរបស់ខ្ញុំបានទិញកង់ថ្មីឲ្យខ្ញុំមួយ នៅពេលដែលខ្ញុំចប់ បញ្ចប់ថ្នាក់បឋមសិក្សា,ចឹងគឺពុកម្តាយរបស់ខ្ញាំបានទាញកម្មវីខ្ញុំមួយនវាដិចខ្ញុំចប់ខ្ញាំបញ្ឆាក់បញ្ឆឹមចឹកសាសា,10_6.wav,16000
ហើយវិទ្យាល័យរបស់ខ្ញុំគឺនៅឆ្ងាយពីផ្ទះ គឺមានចំងាយរហូតដល់ ៧ គីឡូម៉ែត្រ មានចំងាយឆ្ងាយ ហើយវាមិនអាចធ្វើដំណើរដោយថ្មើរជើងបាននោះទេ,ហើយថ្វិជ្ជាលៅបស់ខ្ញុំគឺច្នូវឆ្ងាយវាផ្ទះគាត់គាមានចំណាច់អូតដល់ ៧ គីឡូម៉ែត ហើយគេមានជ្រាក់ជាចំាច់ឆ្ងាយ ដែលហើយវាងមិនអាចធ្វើដំណាស់ដោយថ្មែរជើងបាននូទេ,10_4.wav,16000
អញ្ចឹងគឺវិទ្យាល័យរបស់ខ្ញុំគឺស្អាតជាង ហើយមានមនុស្សច្រើនជាង គឺអាគារនោះគឺធ្វើពីថ្ម ហើយមានសួនច្បារ មានដើមឈើនៅក្នុងសាលារៀន,អញ្ចឹងគឺជាលៅអោយបងខ្ញុំគឺស្អាតជាង ហើយមានមនុស្សឆ្រើនជាង គឺជាគឺធ្វើពីថ្មូរ ហើយមានសួនច្បារមានដើមជើនូចក្នុងសាលរារាន,10_14.wav,16000
ហើយមានកង់ជាច្រើនដែលសិស្សទាំងអស់ សិស្សានុសិស្សទាំងអស់ ទាំងសិស្សប្រុស ទាំងសិស្សស្រី ភាគច្រើនគឺជិះកង់ទៅសាលារៀនដូចគ្នា ដូចខ្ញុំដែរ,ឆោយមានកម្មគាច្រើនដែលសិស្សទឹកអស្សិស្សាលុសស្សទាន់អស់កាន់សេសប្រស់កាន់សិស្សិភាគច្រ្រើសជាស្សកម្មត្តូវស្រាលាររៀនឱ្យគ្នាឬខ្ញុំដែរ,10_15.wav,16000
ហើយពេលដែលខ្ញុំទៅសាលា នេះគឺជាការចាប់ផ្ដើមនៃការដែលខ្ញុំត្រូវធ្វើដំណើរដោយកង់,ហើយពេលដែលខ្ញុំតៅសាលា និងារប្រាមដែលការណ៍ដែលខ្ញុំត្រូវធ្វើដំណាដោយកម្ម,10_5.wav,16000
កាលពីមុនខ្ញុំបានរៀននៅសាលាបឋមសិក្សា ពីថ្នាក់ទី ១ រហូតដល់ថ្នាក់ទី ៥ ហើយសាលាបឋមសិក្សារបស់ខ្ញុំគឺនៅក្បែរផ្ទះ,កាលពីមុនខ្ញុំបានទានៅសាលប្រធម្មសិក្សារពីធានាក់ទីមួយហូតរដល់ថ្នាក់ទីប្រាំហើយសាលប្រធម្មសាក់សាលរបស់ខ្ញុំគឺនៅក្បាយផ្ទះ,10_1.wav,16000
ត្រូវធ្វើដំណើររយៈពេលយូរ ហើយត្រូវធ្វើដំណើរដោយមធ្យោបាយជិះយន្តជំនិះ គឺជិះកង់ពីផ្ទះទៅសាលារៀន ហើយមួយទៀតគឺសាលាគឺក៏លក្ខណៈខុសគ្នាដែរ,ត្រូវធ្វើដំណើរនិយាយកពីយូរហើយត្រូវធ្វើដំណើរដោយមជាៗជាងពីផ្ទះតែសាលារៀន ហើយមួយទៀតគឺសាលារអាហ្គឺអូលអ្នកខុសគ្នាដា,10_11.wav,16000
អញ្ចឹង គឺជាការផ្លាស់ប្ដូរមួយយ៉ាងខ្លាំង ពីថ្នាក់បឋមសិក្សា ហើយប្ដូរទៅកាន់ថ្នាក់វិទ្យាល័យ គឺភាពខុសប្លែកទី ១ នោះ គឺរយៈចំងាយដែលសាលាស្ថិតនៅឆ្ងាយពីផ្ទះ,អញ្ចឹងគឺជាការផ្លាស់ប្តូរមួយខ្ញាំខ្លាំងពីថ្នាក់វិទ្យាល័យឪអឺពីថ្នាំប្រធម្មសិក្សាហាវប្តូរទៅកាន់ថ្នាក់វិទ្យាល័យគឺខុសប្លែកពីមួយនោះគឺរយៈចំណាយ ដែលសាលាធាតិច្ចងាយពីផ្ទះ,10_10.wav,16000
﻿សូមជម្រាបសួរ នេះជាការពិពណ៌នាអំពីសាលាវិទ្យាល័យរបស់ខ្ញុំ សាលាវិទ្យាល័យរបស់ខ្ញុំគឺស្ថិតនៅឆ្ងាយពីផ្ទះ,ចំរាប់រាប់សួលនេះជាការពិព័ត៌នាពេលសាវិទ្យាល័យរបស់ខ្ញុំ សាលវិទ្យាល័យលោយល្អាវិទ្ធារបស់ខ្ញុំគឺត្រូវនៅឆ្ងាអាជ្ញភ្ទះ,10_0.wav,16000
ដែលខ្ញុំតែងតែធ្វើដំណើរពីផ្ទះទៅកាន់សាលាបឋមសិក្សាពីថ្នាក់ទី ១ រហូតដល់ថ្នាក់ទី ៥ ហើយពេលដែលខ្ញុំបញ្ចប់នៅក្នុងសាលាបឋមសិក្សារបស់ខ្ញុំ,តែខ្ញុំតែនៃធ្វើដំណើរពីផ្ទះទៅកាលសាលបាត់សឹក្សារពីថ្នាក់ទីមួយរហូតដល់ស្នាក់ទីប្រាំ ហើយពេលដែលខ្ញាត់បានចប់នៅក្នុងសាលបាត់សឹក្សារបស់ខ្ញុំ,10_2.wav,16000
សាលាដែលខ្ញុំធ្លាប់រៀននៅបឋមសិក្សាគឺអាគារកាលពីខ្ញុំនៅរៀន គឺអាគារឈើ ហើយអាគារនឹងគឺអាគារឈើ,សាលដែលខ្ញុំធម្មប្បានប្រត្ឋមសាសាសគឺហាគារការពេញអំណូវហាគារជើសហាគារនឹងគឺហាគារឈើ,10_12.wav,16000
ហើយអត់មានជញ្ជាំងត្រឹមត្រូវនោះទេ ជញ្ជាំងធ្វើអំពីពេលខ្លះស្លឹកដូង ហើយពេលដែលខ្ញុំបន្តទៅសាលាវិទ្យាល័យគឺសាលាគឺធំជាងពីមុន,ហើយអត់មានជនជ័យអាមធ្លើមត្រូវនោះទេ ជាំធ្វើអាំពីពេលខ្ញុំបន្តរតោសន្លាវិទ្យាល័យគឺសន្លារគឺធំជាងពីមុន,10_13.wav,16000
ខ្ញុំត្រូវបន្តការសិក្សាទៅថ្នាក់វិទ្យាល័យ ដែលថ្នាក់វិទ្យាល័យនៅក្នុងភូមិមួយផ្សេងទៀត ហើយដែលត្រូវរៀនពីថ្នាក់ទី ៦ រហូត[?]ដល់ថ្នាក់ទី ១២,ខ្ញុំថ្តូវបន្តកាសិក្សាទៅថ្នាក់បញ្ឈាល័យ ដែលថ្នាំឲ្យឈាល័យ នៅក្នុងភូមួយសេងទៀត ហើយណែត្រូវរៀនពីថ្នាក់ទីប្រមួយដោយចតូរថ្ងៈទី 12,10_3.wav,16000
ហើយខ្ញុំក៏សូមបញ្ចប់ការពិពណ៌នាទៅលើសាលាវិទ្យាល័យរបស់ខ្ញុំនេះដោយប៉ុណ្ណេះដែរ សូមអរគុណ,សាប់ខ្ញុំកសុម្បញ្ចប់ការពិព័ត៌នាធ្វើសារបស់ខ្ញុំនេះដោយប្រណាដែលសម្អុស្គុណ,10_20.wav,16000
ដូច្នេះហើយគឺខ្ញុំមិនអាចធ្វើដំណើរដោយថ្មើរជើងទៅកាន់វិទ្យាល័យរបស់ខ្ញុំបាននោះទេ ហើយមធ្យោបាយធ្វើដំណើររបស់ខ្ញុំគឺខ្ញុំជិះកង់,បើជ្រានៃហើយគឺខ្ញុំអាចធ្វើដំណាចដោយថ្មាញជាល័យរបស់ខ្ញុំបាននៅទេ អាច្របាយធ្វើដំណាចរបស់ខ្ញុំគឺខ្ញុំជិះកង,10_8.wav,16000
មានមនុស្សច្រើនជាងពីមុន គឺមានសិស្សច្រើនជាងពីមុន មានកង់ជាច្រើនដែលចតនៅក្នុងសាលារៀន,មានបណ្តុសច្រើនជាពីមុន គឺមានសិស្សច្រើនជាពីមុនមានកម្មគេច្រើនដែលចូលដ៏ក្នុងសាលាររាត,10_18.wav,16000
ហើយទីធ្លាក៏ធំជាងពីមុនដែរ ហើយមានសិស្សជាច្រើននៅក្នុងថ្នាក់វិទ្យាល័យ,ហើយទីធ្លាគធំយើងពីបុណ្ណាហើយមានសិស្សជាច្រើនៅក្នុងត្រណាក់វិទ្យាល័យ,10_19.wav,16000
ហើយការជិះកង់របស់ខ្ញុំដែលមានរយៈចំងាយប្រហែលជា ៧ គីឡូម៉ែត្រនោះ គឺចំណាយពេលប្រហែលជា ៤០ នាទី ដែលខ្ញុំជិះធ្វើដំណើរដោយកង់,ឱ្យការជិះកម្មបើស្ខ្ញុំដែលមានអាជំងារប្រហែលជាប្រាំពីគេឡូម៉ែត្រនៅគឺចំណាំណាឯពេលប្រហែលជា សាចសាប់នាតីណាខ្ញុំជាធ្វើដំណាដោយក៎,10_9.wav,16000
បាទ ប៉ុន្តែមានប្រជាជនមួយចំនួនពេលដែលភ្លៀងមក ពួកគេបែរជាកាន់ចប កាន់ធុង បាទ ដើរទៅរក ដើរទៅរកអី ដូចជាខ្យង ដូចជាក្ដាម អីអញ្ចឹងនៅតាមវាលស្រែ បាទ,ប៉ុន្តែមានវិជ្ជាជនមួយចំនួនពេលដែលភ្លានមកពួកគេបែរយៈកាន់ចប់កាន់ធុំដើយទៅរូបានដើយទៅរូវអីដូចជាខ្ចងនុចាក្តើមអីចិននូវតាមវាស្រាយ,8_22.wav,16000
នោះគឺជាគ្រោះថ្នាក់ម្យ៉ាងដែរ ព្រោះថានៅតាមវាលស្រែ វាមានចរន្តស្រូបជាច្រើន ដូចជាចរន្តខ្សែ អ៊ីនធើណេត ខ្សែកាបទូរទស្សន៍អីអញ្ចឹង វាមានចរន្តច្រើន,នោះគឺជាគ្រោះថ្នាក់ម្យាងដែរ ពួយថានូវាស្វាវាមានច្រើនស្រូបជាច្រើនដូចជាច្រើនខ្សែនតនែត ផ្សែរកាបទូរទសអីចឹងមួយមានច្រើនចើន,8_23.wav,16000
ហើយទឹកហូរលឿន ទឹកហូរកួចអីអញ្ចឹង ប្រជាជនមានលក្ខណៈភ័យ ដូច្នេះពួកគេក៏កាត់បន្ថយពេលដែលភ្លៀង ពួកគេមិនសូវចេញដើរទេ,ហើយទឹកខូលឿនត្រខូបគួរឲ្យចឹងវិជ្ជាជនមានអ្នកនោះភៃដូចនេះពួកគេក៏ប្រានបួកគេប្រាងពួកគេមិនសូវចិញដា,8_21.wav,16000
បាទ ហើយខ្លះណាទៀតនោះ ដីនៅកន្លែងហ្នឹងបើសិនជាមានទឹកហូរខ្លាំង វាធ្វើឲ្យដីកន្លែងហ្នឹងបាក់អីអញ្ចឹងទៅ ឬមួយក៏នៅលើស្ពានអីអញ្ចឹងទៅ ធ្វើឲ្យដីនោះបាក់,ហើយខ្លះណាទៀតនុងនឹងនូវក្លែងនឹងបើសិមជាមានទឹកខូលខ្លាំងជាធាវើឱ្យដីក្លែងនឹងបាក់អីចឹងនៅលើស្ពាន័យអញ្ចឹងដូវចវើឱ្យនុងបាក់,8_20.wav,16000
បាទ សូមអរគុណ សូមជម្រាបលា,សូវអាគុណ សូមជាមានភាពលា,8_34.wav,16000
បាទ អាគុយហ្នឹងគឺ  ជាវត្ថុម្យ៉ាងសម្រាប់ចាប់ឲ្យមានភ្លើងដូចអគ្គិសនីអញ្ចឹង ប៉ុន្តែវាមានរូបរាង ៤ ជ្រុង បាទ វាមានរូបរាង ៤ ជ្រុង បាទ,អាគុយហ្នឹងគឺវិជាធុកម្យ៉ាងសម្រាប់ចាប់អ្វីនផ្លើងដាក់គីស្នាញឹង ប៉ុន្តែម្ដូរព្រៀងបួនជ្រុង វាមានរូបរាងបួនជ្រុង,8_30.wav,16000
